Product_Code,Warehouse,Product_Category,Open,Promo,StateHoliday,SchoolHoliday,Petrol_price,High_Demand
607,2,0,1,0,0,0,89,0
723,2,0,1,0,0,0,94,0
1212,2,16,1,1,0,0,84,1
1794,2,16,1,1,0,0,82,1
1011,2,28,1,1,0,0,94,0
1204,2,16,1,0,0,0,89,1
535,3,26,1,1,0,0,93,1
1435,2,16,1,0,0,0,87,1
1826,2,0,1,1,0,0,81,0
463,2,2,1,0,0,0,80,1
1764,2,0,1,1,0,0,82,0
1404,2,16,1,0,0,0,89,1
1182,2,16,1,0,0,0,90,1
354,2,4,1,0,0,0,93,0
1423,2,16,1,1,0,0,92,1
134,2,4,1,1,0,0,84,0
1370,2,16,1,1,0,0,96,1
1523,0,21,1,1,0,0,85,0
85,2,16,1,0,0,0,95,1
1479,2,16,1,1,0,0,92,1
316,2,4,1,1,0,0,90,0
1844,2,0,1,0,0,0,84,0
246,2,4,1,1,0,0,87,1
1261,1,16,1,0,0,0,91,1
260,2,0,1,1,0,0,80,0
1164,1,16,1,0,0,0,81,1
1337,0,16,1,0,0,0,85,0
1167,0,16,1,0,0,0,87,1
1139,2,16,1,1,0,0,88,1
1382,0,16,1,1,0,0,96,1
1291,2,16,1,1,0,0,90,1
596,2,0,1,0,0,0,87,0
596,2,0,1,1,0,0,90,0
30,2,2,1,0,0,0,96,1
1793,1,16,1,0,0,0,93,1
1480,3,16,1,1,0,0,80,1
1879,2,2,1,1,0,0,87,0
1519,2,2,1,0,0,0,96,1
1444,0,16,1,1,0,0,95,0
1193,2,16,1,1,0,0,82,0
1899,2,2,1,1,0,0,82,1
1135,2,16,1,0,0,0,84,1
1546,2,16,1,0,0,0,91,1
945,0,24,1,1,0,0,80,0
1333,2,16,1,0,0,0,80,0
1920,2,8,1,1,0,0,93,0
1391,2,16,1,0,0,0,95,1
135,2,4,1,0,0,0,94,1
596,2,0,1,1,0,0,89,0
1376,2,16,1,1,0,0,85,1
203,0,4,1,1,0,0,84,0
316,2,4,1,1,0,0,85,0
1306,0,16,1,1,0,0,93,1
1620,2,1,1,0,0,0,91,0
932,2,24,1,1,0,0,92,1
1349,2,16,1,1,0,0,80,1
219,2,4,1,1,0,0,94,0
1854,2,2,1,1,0,0,93,0
1583,2,18,1,0,0,0,86,0
208,2,4,1,1,0,0,89,0
1135,2,16,1,1,0,0,89,1
590,2,0,1,1,0,0,91,0
469,2,10,1,1,0,0,90,0
1392,0,16,1,1,0,0,94,1
61,2,16,1,1,0,0,92,1
1158,2,16,1,0,0,0,86,1
1214,2,16,1,0,0,0,82,1
179,2,4,1,0,0,0,87,0
1411,2,16,1,1,0,0,82,1
1875,2,2,1,0,0,0,96,1
1448,2,16,1,1,0,0,81,1
1289,2,16,1,0,0,0,83,1
1880,2,2,1,1,0,0,80,0
1170,2,16,1,1,0,0,80,1
185,1,4,1,0,0,0,87,0
968,2,2,1,0,0,0,92,0
615,1,16,1,0,0,0,83,0
1191,2,16,1,0,0,0,87,1
1991,0,6,1,1,0,0,93,0
1465,2,16,1,0,0,0,93,1
1757,2,0,1,1,0,0,92,0
182,2,4,1,1,0,0,91,1
405,0,16,1,0,0,0,83,0
919,2,24,1,1,0,0,91,0
1297,2,16,1,0,0,0,87,1
1368,2,16,1,0,0,0,90,1
1402,2,16,1,0,0,0,86,1
1854,2,2,1,0,0,0,96,1
1338,0,16,1,0,0,0,80,1
1390,2,16,1,0,0,0,80,1
1423,2,16,1,0,0,0,87,0
630,2,8,1,1,0,0,94,0
1370,2,16,1,1,0,0,93,1
1382,2,16,1,0,0,0,94,1
1256,2,16,1,1,0,0,81,0
421,2,3,1,0,0,0,88,1
1544,2,16,1,0,0,0,83,0
470,3,10,1,1,0,0,93,0
1450,2,16,1,1,0,0,95,0
1473,2,16,1,0,0,0,81,1
1139,2,16,1,0,0,0,94,1
621,2,16,1,0,0,0,85,0
1198,2,16,1,1,0,0,83,1
1157,2,16,1,1,0,0,94,1
1295,2,16,1,0,0,0,84,1
1333,0,16,1,0,0,0,83,0
544,3,26,1,0,0,0,89,1
12,2,2,1,1,0,0,95,1
760,2,0,1,1,0,0,96,0
847,1,20,1,0,0,0,95,1
990,2,24,1,0,0,0,90,0
713,2,0,1,1,0,0,96,0
653,2,8,1,0,0,0,94,0
596,2,0,1,1,0,0,96,0
1542,2,16,1,0,0,0,86,1
1233,2,16,1,0,0,0,81,0
1295,2,16,1,0,0,0,94,1
498,2,19,1,1,0,0,93,0
317,2,4,1,0,0,0,95,0
1404,2,16,1,0,0,0,94,1
1210,0,16,1,0,0,0,81,0
1282,2,16,1,1,0,0,82,1
479,0,12,1,1,0,0,85,0
596,2,0,1,1,0,0,83,0
1721,2,3,1,1,0,0,83,1
743,2,0,1,1,0,0,95,0
1373,0,16,1,0,0,0,88,1
1272,2,16,1,0,0,0,86,1
1564,2,22,1,1,0,0,88,0
1896,2,2,1,0,0,0,84,1
1448,0,16,1,1,0,0,81,0
177,2,4,1,1,0,0,93,1
1156,2,16,1,0,0,0,88,1
10,2,2,1,0,0,0,85,0
1718,2,3,1,0,0,0,89,1
1296,2,16,1,1,0,0,88,1
2042,1,21,1,0,0,0,81,0
596,2,0,1,0,0,0,85,0
703,2,0,1,0,0,0,90,0
1343,2,16,1,0,0,0,81,0
479,1,12,1,0,0,0,82,0
1380,2,16,1,0,0,0,93,1
1403,2,16,1,0,0,0,89,0
131,0,18,1,0,0,0,92,0
640,2,8,1,1,0,0,90,1
1176,2,16,1,1,0,0,83,1
398,2,16,1,1,0,0,86,0
1163,2,16,1,0,0,0,93,1
1403,2,16,1,0,0,0,89,1
343,0,18,1,0,0,0,88,0
1717,2,3,1,1,0,0,81,1
343,1,18,1,1,0,0,85,0
685,2,0,1,0,0,0,83,0
20,2,2,1,0,0,0,89,1
489,0,12,1,0,0,0,92,0
1306,2,16,1,1,0,0,82,1
1889,2,2,1,0,0,0,88,0
943,2,24,1,0,0,0,82,0
1161,2,16,1,0,0,0,86,1
1920,2,8,1,0,0,0,88,0
632,2,8,1,0,0,0,84,0
1211,2,16,1,0,0,0,95,1
57,2,16,1,0,0,0,96,0
396,2,16,1,1,0,0,86,1
1051,2,4,1,1,0,0,92,0
1664,2,0,1,1,0,0,81,0
1233,2,16,1,0,0,0,86,1
837,1,20,1,0,0,0,81,0
59,2,16,1,1,0,0,84,0
60,2,16,1,1,0,0,88,1
1652,2,0,1,0,0,0,93,0
194,0,4,1,1,0,0,81,1
1301,2,16,1,0,0,0,91,1
1768,2,2,1,1,0,0,96,1
177,2,4,1,0,0,0,81,0
1570,2,22,1,0,0,0,85,0
489,0,12,1,1,0,0,85,0
434,2,12,1,0,0,0,85,0
172,2,4,1,0,0,0,92,1
395,2,16,1,0,0,0,88,1
1795,2,16,1,0,0,0,88,1
498,3,19,1,0,0,0,92,1
1541,2,16,1,0,0,0,94,1
960,3,24,1,1,0,0,84,1
959,0,24,1,1,0,0,84,0
703,2,0,1,1,0,0,80,1
1306,2,16,1,1,0,0,96,1
1273,2,16,1,0,0,0,83,1
607,2,0,1,0,0,0,83,0
534,1,26,1,1,0,0,92,1
1389,2,16,1,0,0,0,91,0
1382,0,16,1,0,0,0,95,1
1984,0,6,1,0,0,0,89,0
915,2,24,1,1,0,0,92,0
771,2,0,1,1,0,0,87,0
1212,2,16,1,0,0,0,80,1
1103,3,26,1,1,0,0,95,0
707,2,0,1,0,0,0,89,0
1314,2,16,1,0,0,0,82,1
398,2,16,1,0,0,0,83,0
24,2,2,1,1,0,0,96,1
1196,3,16,1,0,0,0,93,1
81,2,16,1,0,0,0,84,1
1661,2,0,1,0,0,0,80,0
975,2,4,1,1,0,0,96,1
1639,3,26,1,0,0,0,86,1
597,2,0,1,0,0,0,82,0
1729,2,3,1,0,0,0,86,1
312,0,8,1,0,0,0,94,0
960,2,24,1,1,0,0,84,1
607,1,0,1,0,0,0,96,0
966,0,3,1,1,0,0,93,1
1210,0,16,1,0,0,0,80,0
932,2,24,1,0,0,0,86,0
81,1,16,1,1,0,0,89,1
1424,0,16,1,0,0,0,89,0
292,2,12,1,0,0,0,92,0
1572,0,22,1,0,0,0,82,0
932,0,24,1,1,0,0,92,1
988,2,24,1,1,0,0,84,1
1883,2,16,1,0,0,0,89,0
1540,2,16,1,0,0,0,81,1
1052,2,4,1,0,0,0,83,0
1085,2,3,1,0,0,0,80,1
639,2,8,1,1,0,0,83,0
1541,0,16,1,0,0,0,93,0
1975,3,6,1,0,0,0,95,0
1861,2,2,1,1,0,0,91,1
349,2,2,1,0,0,0,89,1
697,2,0,1,0,0,0,95,0
923,2,2,1,1,0,0,88,0
1857,2,2,1,0,0,0,90,1
1952,0,6,1,0,0,0,81,0
1369,2,16,1,1,0,0,87,1
125,2,18,1,1,0,0,96,1
1232,2,16,1,1,0,0,89,0
489,2,12,1,0,0,0,80,0
86,2,16,1,1,0,0,84,1
365,2,26,1,0,0,0,86,1
1795,2,16,1,0,0,0,81,1
1187,1,16,1,0,0,0,83,1
1365,2,16,1,1,0,0,89,1
1232,2,16,1,0,0,0,81,0
1449,2,16,1,0,0,0,94,1
219,0,4,1,1,0,0,81,1
1364,2,16,1,0,0,0,81,1
1003,2,4,1,1,0,0,94,0
1225,2,16,1,0,0,0,96,1
153,2,18,1,0,0,0,96,0
920,2,2,1,1,0,0,95,0
1375,2,16,1,1,0,0,82,1
922,2,2,1,0,0,0,81,1
1135,2,16,1,0,0,0,93,1
1788,2,16,1,0,0,0,96,1
7,1,2,1,1,0,0,89,1
2039,0,21,1,1,0,0,87,0
1294,2,16,1,0,0,0,84,1
746,2,0,1,1,0,0,94,0
970,2,2,1,0,0,0,90,0
32,2,2,1,1,0,0,95,1
1295,2,16,1,1,0,0,85,1
1516,3,26,1,0,0,0,95,1
1534,2,16,1,1,0,0,88,1
657,2,8,1,0,0,0,96,1
30,2,2,1,0,0,0,85,0
134,2,4,1,0,0,0,81,0
1738,2,3,1,1,0,0,94,1
219,0,4,1,1,0,0,84,0
779,2,0,1,0,0,0,96,0
1389,0,16,1,1,0,0,92,1
2010,2,6,1,0,0,0,86,0
1294,2,16,1,1,0,0,91,1
326,2,18,1,0,0,0,94,0
1432,2,16,1,0,0,0,96,1
694,2,0,1,0,0,0,92,0
1368,2,16,1,0,0,0,92,1
1691,0,21,1,0,0,0,93,0
1971,2,6,1,0,0,0,83,0
694,2,0,1,0,0,0,96,0
590,2,0,1,1,0,0,91,0
1262,2,16,1,1,0,0,90,1
1365,2,16,1,0,0,0,94,1
1333,2,16,1,1,0,0,87,0
1459,2,16,1,1,0,0,83,0
1562,2,22,1,0,0,0,91,0
211,2,4,1,0,0,0,82,0
1305,2,16,1,0,0,0,88,0
1282,2,16,1,1,0,0,92,1
795,2,0,1,0,0,0,88,0
941,0,24,1,0,0,0,95,1
744,2,0,1,0,0,0,80,0
1419,2,16,1,1,0,0,89,1
226,2,4,1,1,0,0,94,0
1578,2,18,1,1,0,0,89,0
232,2,4,1,0,0,0,85,0
1775,2,4,1,1,0,0,91,1
595,2,0,1,0,0,0,95,0
1117,2,16,1,0,0,0,89,1
1054,2,4,1,1,0,0,87,1
371,2,26,1,1,0,0,81,0
204,0,4,1,1,0,0,91,0
342,2,18,1,1,0,0,80,1
1906,2,2,1,0,0,0,91,0
596,2,0,1,1,0,0,82,0
1282,2,16,1,1,0,0,84,1
1629,2,2,1,1,0,0,94,0
1229,2,16,1,0,0,0,95,1
1292,2,16,1,0,0,0,85,1
17,2,2,1,1,0,0,80,0
1869,2,2,1,1,0,0,93,0
534,3,26,1,0,0,0,85,1
1407,0,16,1,0,0,0,85,1
1376,2,16,1,0,0,0,84,1
1170,2,16,1,0,0,0,83,1
30,2,2,1,0,0,0,91,0
1062,2,4,1,1,0,0,84,0
1339,2,16,1,1,0,0,87,0
1141,2,16,1,0,0,0,88,1
1203,2,16,1,1,0,0,84,1
640,2,8,1,1,0,0,80,0
596,2,0,1,1,0,0,92,0
9,2,2,1,1,0,0,88,0
274,2,18,1,0,0,0,91,0
337,3,18,1,0,0,0,95,0
1413,2,16,1,1,0,0,94,1
983,2,5,1,0,0,0,86,0
1217,2,16,1,1,0,0,89,1
607,2,0,1,0,0,0,88,0
934,2,24,1,0,0,0,81,1
1991,2,6,1,1,0,0,83,0
939,2,24,1,0,0,0,88,1
1179,2,16,1,0,0,0,92,1
1376,2,16,1,0,0,0,80,1
419,2,8,1,0,0,0,90,0
397,2,16,1,0,0,0,80,0
19,0,2,1,1,0,0,92,0
1827,2,0,1,0,0,0,91,0
10,2,2,1,0,0,0,82,1
1203,2,16,1,1,0,0,89,1
1323,0,16,1,1,0,0,92,0
1193,2,16,1,1,0,0,86,1
1338,0,16,1,1,0,0,85,1
501,3,19,1,1,0,0,88,0
1299,2,16,1,0,0,0,93,1
438,1,12,1,0,0,0,81,0
1211,2,16,1,0,0,0,89,1
1363,2,16,1,1,0,0,86,1
404,0,16,1,1,0,0,89,0
640,2,8,1,1,0,0,86,0
30,2,2,1,0,0,0,82,1
1211,2,16,1,1,0,0,90,1
136,2,4,1,1,0,0,90,0
1343,2,16,1,1,0,0,82,1
728,2,0,1,0,0,0,86,0
448,0,12,1,0,0,0,91,1
202,0,4,1,0,0,0,81,0
1718,2,3,1,1,0,0,84,1
1292,2,16,1,0,0,0,90,1
1329,2,16,1,1,0,0,93,1
681,2,0,1,0,0,0,80,0
925,3,3,1,1,0,0,81,0
939,0,24,1,1,0,0,80,0
302,2,21,1,0,0,0,82,0
1731,2,3,1,1,0,0,85,1
1340,2,16,1,0,0,0,80,0
182,2,4,1,1,0,0,81,0
1382,2,16,1,0,0,0,82,1
976,2,4,1,1,0,0,81,1
211,2,4,1,1,0,0,93,0
1775,0,4,1,1,0,0,91,1
207,1,4,1,0,0,0,81,1
1329,0,16,1,0,0,0,89,0
1375,2,16,1,0,0,0,92,0
1879,2,2,1,1,0,0,81,1
1295,2,16,1,0,0,0,89,1
1889,2,2,1,0,0,0,96,1
18,2,2,1,0,0,0,96,1
1167,0,16,1,0,0,0,95,0
603,2,0,1,0,0,0,83,0
2041,2,21,1,1,0,0,84,0
1329,0,16,1,1,0,0,82,1
1132,2,16,1,0,0,0,84,1
973,2,2,1,1,0,0,84,1
1371,2,16,1,1,0,0,80,1
244,0,4,1,1,0,0,87,0
1103,3,26,1,1,0,0,80,0
1087,2,3,1,0,0,0,86,1
1727,0,27,1,0,0,0,80,0
967,3,3,1,0,0,0,92,1
536,3,26,1,1,0,0,86,1
576,2,0,1,0,0,0,92,0
94,2,16,1,0,0,0,88,1
1323,0,16,1,0,0,0,87,1
508,3,19,1,1,0,0,91,0
717,2,0,1,0,0,0,86,0
1269,2,16,1,1,0,0,85,1
226,0,4,1,0,0,0,83,0
1337,0,16,1,1,0,0,86,1
793,2,0,1,0,0,0,93,0
1167,2,16,1,1,0,0,88,1
1449,2,16,1,1,0,0,87,1
1165,2,16,1,0,0,0,91,1
1330,2,16,1,0,0,0,91,0
1275,2,16,1,0,0,0,89,1
1559,2,22,1,1,0,0,87,0
1382,2,16,1,1,0,0,83,1
176,2,4,1,0,0,0,81,0
596,2,0,1,0,0,0,88,0
729,2,0,1,0,0,0,94,0
1463,2,16,1,1,0,0,95,1
1132,2,16,1,1,0,0,82,0
30,2,2,1,1,0,0,87,1
1769,2,2,1,1,0,0,96,1
1806,2,6,1,0,0,0,90,0
1532,2,16,1,1,0,0,81,1
906,0,15,1,0,0,0,92,0
1404,2,16,1,0,0,0,96,1
992,2,24,1,0,0,0,86,1
24,2,2,1,0,0,0,89,1
1232,2,16,1,1,0,0,83,1
1581,2,18,1,0,0,0,87,0
208,2,4,1,1,0,0,93,0
1374,2,16,1,0,0,0,95,0
619,0,24,1,0,0,0,93,0
1156,2,16,1,1,0,0,85,1
1815,2,0,1,1,0,0,90,0
2042,0,21,1,0,0,0,94,0
596,2,0,1,1,0,0,87,0
1810,2,0,1,0,0,0,81,0
302,2,21,1,0,0,0,96,1
126,3,18,1,0,0,0,87,0
923,2,2,1,1,0,0,87,0
377,2,26,1,0,0,0,87,0
796,2,0,1,1,0,0,86,0
1369,2,16,1,0,0,0,81,1
1164,1,16,1,0,0,0,84,1
1579,2,18,1,1,0,0,83,0
1149,2,16,1,1,0,0,81,1
1966,0,6,1,1,0,0,85,1
923,2,2,1,1,0,0,82,0
903,2,2,1,1,0,0,94,1
1208,0,16,1,0,0,0,86,1
1478,2,16,1,1,0,0,80,1
1340,0,16,1,1,0,0,95,1
1599,2,18,1,0,0,0,96,0
1273,2,16,1,1,0,0,84,1
1407,0,16,1,0,0,0,84,1
1898,2,2,1,1,0,0,81,1
1363,2,16,1,0,0,0,90,1
584,2,0,1,0,0,0,95,0
1064,2,4,1,1,0,0,93,0
1753,2,0,1,0,0,0,90,0
417,2,2,1,0,0,0,87,1
115,0,18,1,0,0,0,91,0
1365,2,16,1,0,0,0,93,1
1316,3,16,1,1,0,0,80,1
1898,2,2,1,1,0,0,84,0
1662,2,2,1,0,0,0,96,0
1019,2,28,1,1,0,0,80,0
1915,2,2,1,1,0,0,86,1
938,0,24,1,0,0,0,91,0
763,2,0,1,0,0,0,92,0
1861,2,2,1,0,0,0,84,1
298,0,12,1,1,0,0,85,0
792,2,0,1,0,0,0,91,0
11,2,2,1,1,0,0,95,1
1840,2,0,1,1,0,0,93,0
1316,2,16,1,1,0,0,85,1
21,2,2,1,1,0,0,86,0
205,0,4,1,0,0,0,82,0
395,2,16,1,0,0,0,95,0
184,0,4,1,0,0,0,95,1
1237,2,16,1,1,0,0,80,0
1406,2,16,1,1,0,0,96,1
597,2,0,1,0,0,0,90,0
998,2,2,1,1,0,0,86,0
1920,2,8,1,0,0,0,87,0
607,2,0,1,0,0,0,85,0
1323,0,16,1,1,0,0,95,1
1054,2,4,1,0,0,0,82,0
1366,2,16,1,0,0,0,87,1
1922,2,8,1,0,0,0,90,0
630,2,8,1,0,0,0,89,0
1158,2,16,1,0,0,0,95,1
1192,2,16,1,0,0,0,81,0
135,2,4,1,0,0,0,84,0
1948,0,6,1,1,0,0,90,1
1391,1,16,1,0,0,0,89,1
1842,2,0,1,0,0,0,95,0
244,0,4,1,1,0,0,83,1
19,2,2,1,1,0,0,95,1
1203,2,16,1,1,0,0,83,1
1216,0,16,1,0,0,0,96,1
1469,0,16,1,0,0,0,94,1
1301,2,16,1,0,0,0,88,0
1780,0,18,1,1,0,0,89,0
16,2,2,1,1,0,0,91,1
1651,2,0,1,0,0,0,90,0
1322,0,16,1,0,0,0,81,1
1651,2,0,1,0,0,0,86,0
1316,2,16,1,1,0,0,95,1
1848,0,25,1,1,0,0,88,0
1585,2,18,1,0,0,0,80,0
1625,0,1,1,0,0,0,89,1
932,2,24,1,0,0,0,83,1
1698,2,14,1,1,0,0,91,0
1276,2,16,1,0,0,0,92,1
1304,2,16,1,1,0,0,88,1
177,2,4,1,1,0,0,88,0
1916,2,2,1,0,0,0,81,1
212,2,4,1,0,0,0,86,0
1667,2,0,1,0,0,0,87,0
145,2,12,1,0,0,0,94,0
1839,2,0,1,0,0,0,92,0
1203,2,16,1,0,0,0,81,1
1902,2,16,1,0,0,0,88,1
1763,2,0,1,1,0,0,95,0
891,2,3,1,0,0,0,92,1
226,2,4,1,1,0,0,82,0
1114,2,16,1,1,0,0,80,1
975,1,4,1,1,0,0,93,0
12,2,2,1,1,0,0,81,1
302,2,21,1,0,0,0,89,0
1105,2,16,1,0,0,0,93,0
584,2,0,1,0,0,0,88,0
653,2,8,1,0,0,0,89,0
186,1,4,1,1,0,0,95,1
400,0,4,1,1,0,0,92,0
1357,0,16,1,1,0,0,94,1
1332,0,16,1,1,0,0,96,0
1419,2,16,1,0,0,0,80,1
1657,2,0,1,0,0,0,85,0
642,2,8,1,0,0,0,84,0
594,2,0,1,0,0,0,96,0
1846,0,25,1,0,0,0,80,0
504,3,19,1,0,0,0,91,0
1286,2,16,1,0,0,0,84,1
357,2,18,1,0,0,0,87,0
885,3,20,1,0,0,0,88,1
1275,2,16,1,0,0,0,86,1
1557,2,16,1,0,0,0,89,1
200,0,4,1,1,0,0,93,0
448,2,12,1,1,0,0,92,0
655,2,8,1,1,0,0,91,0
449,2,19,1,1,0,0,89,0
596,2,0,1,0,0,0,88,0
1389,2,16,1,0,0,0,87,1
2014,1,6,1,0,0,0,93,1
695,2,0,1,0,0,0,88,0
1174,2,16,1,1,0,0,92,1
1375,2,16,1,1,0,0,84,1
596,2,0,1,0,0,0,88,0
1629,2,2,1,1,0,0,82,1
940,2,24,1,1,0,0,86,1
1916,2,2,1,1,0,0,89,0
1295,2,16,1,0,0,0,83,1
675,2,0,1,0,0,0,94,0
1620,2,1,1,0,0,0,83,0
619,0,24,1,0,0,0,86,0
196,1,4,1,1,0,0,89,1
1857,2,2,1,1,0,0,86,0
479,3,12,1,0,0,0,90,0
57,2,16,1,0,0,0,85,0
398,2,16,1,1,0,0,94,0
1377,2,16,1,1,0,0,91,1
1195,2,16,1,1,0,0,95,1
935,2,24,1,1,0,0,96,1
1075,2,6,1,0,0,0,81,0
962,0,3,1,0,0,0,83,1
1527,2,16,1,1,0,0,94,1
319,0,18,1,0,0,0,89,0
1066,3,26,1,0,0,0,92,1
891,2,3,1,0,0,0,93,1
784,2,0,1,1,0,0,87,0
2040,3,21,1,0,0,0,93,0
817,2,18,1,0,0,0,95,0
1450,0,16,1,1,0,0,89,0
1156,2,16,1,0,0,0,96,0
208,2,4,1,1,0,0,93,0
1333,2,16,1,0,0,0,89,1
1299,0,16,1,0,0,0,80,1
1035,2,21,1,0,0,0,82,0
1882,2,16,1,1,0,0,95,0
1203,2,16,1,1,0,0,89,1
36,2,2,1,1,0,0,86,1
116,0,18,1,0,0,0,93,0
732,2,0,1,1,0,0,81,0
589,1,0,1,0,0,0,83,0
213,2,4,1,0,0,0,84,1
1923,2,2,1,0,0,0,83,1
933,2,24,1,0,0,0,80,1
596,2,0,1,1,0,0,85,0
1296,2,16,1,1,0,0,87,1
1350,0,16,1,0,0,0,82,0
1869,2,2,1,1,0,0,80,1
1183,2,16,1,0,0,0,87,1
1355,0,16,1,1,0,0,83,1
1261,2,16,1,0,0,0,87,1
1153,2,16,1,0,0,0,91,0
1121,2,16,1,0,0,0,82,0
761,2,0,1,1,0,0,85,0
32,2,2,1,0,0,0,90,1
1046,2,3,1,0,0,0,84,1
298,0,12,1,1,0,0,89,0
191,2,4,1,0,0,0,85,0
1899,2,2,1,0,0,0,90,0
599,1,0,1,1,0,0,88,0
799,2,24,1,1,0,0,82,0
312,0,8,1,0,0,0,82,0
1440,2,16,1,0,0,0,83,1
1907,2,2,1,0,0,0,85,0
1535,2,16,1,1,0,0,85,0
992,2,24,1,1,0,0,89,0
1225,2,16,1,1,0,0,87,0
1441,2,16,1,1,0,0,93,1
746,2,0,1,0,0,0,90,0
589,2,0,1,1,0,0,89,0
1076,2,6,1,1,0,0,93,0
1295,2,16,1,0,0,0,93,1
1691,0,21,1,0,0,0,80,0
1375,2,16,1,1,0,0,95,1
1152,1,16,1,1,0,0,96,1
997,2,2,1,0,0,0,90,1
622,0,19,1,0,0,0,83,0
1191,2,16,1,0,0,0,95,1
1344,1,16,1,0,0,0,88,1
1231,2,16,1,0,0,0,92,1
1158,2,16,1,0,0,0,82,1
1529,2,16,1,1,0,0,94,1
1364,2,16,1,0,0,0,92,1
56,2,16,1,1,0,0,93,0
1718,2,3,1,1,0,0,81,1
409,0,16,1,0,0,0,89,1
1967,0,6,1,0,0,0,91,1
135,2,4,1,0,0,0,86,1
244,0,4,1,0,0,0,83,1
653,2,8,1,1,0,0,94,1
347,0,18,1,0,0,0,84,0
1418,2,16,1,0,0,0,80,1
597,2,0,1,0,0,0,85,0
1365,2,16,1,0,0,0,89,1
718,2,0,1,0,0,0,83,0
1957,0,6,1,1,0,0,86,0
1378,2,16,1,0,0,0,96,1
1894,2,2,1,0,0,0,84,1
1179,2,16,1,1,0,0,86,1
943,0,24,1,1,0,0,90,0
1775,2,4,1,0,0,0,87,1
897,2,3,1,1,0,0,84,1
1132,2,16,1,1,0,0,85,1
1623,2,1,1,0,0,0,95,0
30,2,2,1,0,0,0,81,1
1167,2,16,1,0,0,0,93,1
1625,0,1,1,1,0,0,90,0
1575,2,22,1,1,0,0,80,0
930,2,24,1,1,0,0,88,1
1224,2,16,1,0,0,0,80,1
1869,2,2,1,0,0,0,91,1
11,2,2,1,0,0,0,92,1
337,3,18,1,1,0,0,96,0
970,2,2,1,0,0,0,94,0
395,2,16,1,0,0,0,90,1
659,2,8,1,0,0,0,80,1
1336,0,16,1,0,0,0,80,1
1933,0,18,1,1,0,0,85,0
1110,2,16,1,1,0,0,84,1
1463,2,16,1,0,0,0,83,1
1535,2,16,1,1,0,0,93,0
590,2,0,1,0,0,0,87,0
1894,2,2,1,0,0,0,89,0
1351,2,16,1,1,0,0,90,1
1463,2,16,1,1,0,0,81,1
1889,2,2,1,1,0,0,80,1
582,2,0,1,1,0,0,95,1
1193,2,16,1,0,0,0,96,1
1001,2,4,1,0,0,0,80,0
278,2,18,1,1,0,0,94,0
584,2,0,1,1,0,0,91,0
680,2,0,1,1,0,0,81,0
598,1,0,1,1,0,0,95,0
1880,2,2,1,1,0,0,94,1
638,2,8,1,0,0,0,85,1
1407,0,16,1,1,0,0,91,1
